START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
2023-07-15 20:09,2023-07-15 23:07,Personal,Kanpur,Ahmedabad,42.6,Office Commute
2023-03-30 04:37,2023-03-30 06:20,Business,Agra,Kochi,38.2,Meal/Entertain
2023-06-22 06:01,2023-06-22 09:26,Business,Bengaluru,Ahmedabad,2.9,Errand/Supplies
2023-05-23 07:12,2023-05-23 11:16,Business,Chennai,Hubli,44.9,Office Commute
2023-03-23 15:42,2023-03-23 16:32,Business,Srinagar,Ludhiana,14.3,Meeting
2023-11-08 09:09,2023-11-08 13:05,Business,Bengaluru,Aurangabad,85.3,Meal/Entertain
2023-06-07 20:10,2023-06-07 23:06,Business,Ludhiana,Vadodara,7.8,Client Pickup
2023-11-03 04:33,2023-11-03 06:19,Business,Hubli,Rajkot,9.5,Errand/Supplies
2023-07-09 18:30,2023-07-09 20:01,Business,Srinagar,Jaipur,45.3,Site Inspection
2023-06-17 22:14,2023-06-18 01:03,Business,Kolkata,Jaipur,3.8,Meal/Entertain
2023-06-19 22:12,2023-06-19 23:04,Business,Lucknow,Tiruchirappalli,5.6,Airport Drop
2023-12-29 18:39,2023-12-29 20:50,Personal,Tiruchirappalli,Patna,13.7,Meal/Entertain
2023-01-10 10:32,2023-01-10 11:11,Personal,Varanasi,Ghaziabad,7.5,Delivery Task
2023-09-09 14:38,2023-09-09 15:00,Personal,Thane,Chandigarh,2.0,Office Commute
2023-05-22 22:09,2023-05-22 23:49,Business,Kolkata,Jodhpur,42.7,Errand/Supplies
2023-07-02 19:30,2023-07-02 20:49,Business,Lucknow,Ghaziabad,0.8,Customer Visit
2023-06-10 19:56,2023-06-11 00:06,Business,Tiruchirappalli,Gwalior,74.2,Errand/Supplies
2023-11-02 19:07,2023-11-02 19:50,Business,Varanasi,Vadodara,14.4,Client Pickup
2023-05-08 12:27,2023-05-08 12:47,Business,Surat,Delhi,8.0,Client Pickup
2023-11-30 20:48,2023-11-30 21:13,Business,Guwahati,Dhanbad,1.2,Client Pickup
2023-08-17 20:24,2023-08-17 23:23,Business,Jaipur,Kota,49.8,Errand/Supplies
2023-05-21 14:17,2023-05-21 16:24,Personal,Navi Mumbai,Kolkata,18.9,Meal/Entertain
2023-06-15 00:07,2023-06-15 00:45,Personal,Navi Mumbai,Kota,9.1,Customer Visit
2023-07-12 17:01,2023-07-12 19:56,Business,Mysore,Lucknow,5.3,Meal/Entertain
2023-01-18 20:18,2023-01-18 23:01,Business,Hyderabad,Kalyan,9.5,Errand/Supplies
2023-03-09 15:04,2023-03-09 15:28,Business,Thane,Nagpur,8.1,Meal/Entertain
2023-05-01 02:48,2023-05-01 04:47,Business,Chandigarh,Bengaluru,14.1,Delivery Task
2023-09-10 12:34,2023-09-10 13:30,Personal,Indore,Bangalore,11.5,Errand/Supplies
2023-10-08 02:52,2023-10-08 05:07,Business,Kanpur,Pune,39.3,Errand/Supplies
2023-04-27 07:03,2023-04-27 08:45,Business,Chennai,Bhopal,45.4,Client Pickup
2023-01-22 01:14,2023-01-22 04:01,Personal,Amritsar,Pune,23.0,Errand/Supplies
2023-07-18 20:42,2023-07-18 20:56,Business,Chandigarh,Visakhapatnam,5.3,Meal/Entertain
2023-12-23 13:35,2023-12-23 13:42,Personal,Madurai,Thane,1.1,Meeting
2023-09-09 00:22,2023-09-09 01:07,Business,Delhi,Nashik,4.1,Office Commute
2023-04-19 04:34,2023-04-19 05:19,Business,Jaipur,Madurai,20.8,Meeting
2023-04-14 19:16,2023-04-14 20:18,Personal,Gwalior,Mysore,6.3,Meal/Entertain
2023-08-20 00:28,2023-08-20 04:15,Business,Hyderabad,Guwahati,10.0,Meal/Entertain
2023-02-24 23:59,2023-02-25 00:36,Business,Dhanbad,Coimbatore,6.3,Customer Visit
2023-12-20 21:13,2023-12-20 23:36,Business,Thane,Nagpur,25.5,Meeting
2023-05-10 06:32,2023-05-10 06:49,Business,Kota,Amritsar,4.1,Errand/Supplies
2023-04-16 15:46,2023-04-16 20:20,Business,Agra,Dhanbad,45.1,Site Inspection
2023-03-26 15:30,2023-03-26 20:36,Business,Hyderabad,Kota,80.1,Errand/Supplies
2023-11-12 03:56,2023-11-12 04:43,Business,Tiruchirappalli,Raipur,23.8,Meeting
2023-01-01 09:28,2023-01-01 14:10,Business,Noida,Amritsar,48.1,Office Commute
2023-11-27 06:27,2023-11-27 06:58,Business,Nagpur,Chennai,6.0,Meal/Entertain
2023-01-18 03:19,2023-01-18 04:02,Business,Gwalior,Kanpur,5.0,Client Pickup
2023-11-22 23:43,2023-11-23 00:36,Personal,Kota,Vadodara,19.3,Meeting
2023-08-22 18:44,2023-08-22 21:25,Business,Coimbatore,Agra,11.1,Site Inspection
2023-12-21 04:13,2023-12-21 05:41,Personal,Gwalior,Ahmedabad,31.8,Errand/Supplies
2023-08-27 13:11,2023-08-27 13:35,Business,Rajkot,Jodhpur,7.9,Meeting
2023-05-24 22:18,2023-05-24 23:32,Business,Allahabad,Raipur,11.7,Errand/Supplies
2023-04-07 07:44,2023-04-07 11:20,Business,Vadodara,Gwalior,4.7,Temporary Site
2023-08-11 17:44,2023-08-11 19:59,Business,Agra,Pune,8.8,Client Pickup
2023-02-15 19:23,2023-02-15 23:43,Business,Solapur,Vijayawada,25.1,Meeting
2023-07-10 23:35,2023-07-11 01:09,Business,Lucknow,Mumbai,10.2,Errand/Supplies
2023-10-25 12:23,2023-10-25 14:04,Personal,Hyderabad,Surat,6.6,Customer Visit
2023-09-11 21:34,2023-09-11 23:26,Business,Thiruvananthapuram,Howrah,10.4,Office Commute
2023-06-20 11:41,2023-06-20 14:02,Business,Kochi,Bangalore,13.4,Site Inspection
2023-01-22 10:32,2023-01-22 12:29,Business,Thane,Mumbai,20.8,Customer Visit
2023-10-21 04:52,2023-10-21 06:59,Business,Indore,Mumbai,11.4,Errand/Supplies
2023-02-27 16:34,2023-02-27 17:03,Personal,Ranchi,Kalyan,6.7,Client Pickup
2023-12-07 05:47,2023-12-07 07:42,Business,Bengaluru,Nagpur,14.1,Meal/Entertain
2023-07-11 17:59,2023-07-11 20:17,Personal,Solapur,Tiruchirappalli,2.5,Delivery Task
2023-07-28 22:48,2023-07-28 23:20,Business,Raipur,Varanasi,9.0,Customer Visit
2023-04-07 22:00,2023-04-07 23:20,Business,Patna,Pune,12.6,Site Inspection
2023-06-06 07:48,2023-06-06 10:23,Business,Ludhiana,Chandigarh,39.4,Meal/Entertain
2023-04-08 00:01,2023-04-08 00:15,Business,Varanasi,Dhanbad,2.2,Meeting
2023-02-06 02:16,2023-02-06 03:09,Business,Bhopal,Dhanbad,11.8,Customer Visit
2023-11-02 09:21,2023-11-02 11:01,Business,Kochi,Jabalpur,1.0,Errand/Supplies
2023-09-02 20:39,2023-09-02 21:18,Business,Dhanbad,Hubli,9.2,Meeting
2023-09-20 19:17,2023-09-20 21:08,Business,Navi Mumbai,Bhopal,69.5,Field Work
2023-08-06 23:10,2023-08-07 00:57,Business,Mysore,Kanpur,64.1,Client Pickup
2023-06-24 10:55,2023-06-24 12:33,Business,Raipur,Noida,56.8,Meal/Entertain
2023-03-02 09:10,2023-03-02 10:41,Business,Thane,Vadodara,53.6,Team Outing
2023-05-20 09:55,2023-05-20 11:33,Business,Solapur,Hyderabad,55.2,Delivery Task
2023-07-28 06:00,2023-07-28 07:51,Business,Nagpur,Ghaziabad,69.2,Field Work
2023-09-02 03:20,2023-09-02 04:53,Personal,Visakhapatnam,Jaipur,51.7,Errand/Supplies
2023-03-30 12:09,2023-03-30 13:25,Business,Mumbai,Delhi,41.8,Meal/Entertain
2023-04-18 22:54,2023-04-19 00:19,Business,Bangalore,Tiruchirappalli,44.0,Airport Drop
2023-03-23 08:44,2023-03-23 10:19,Business,Navi Mumbai,Thrissur,54.8,Customer Visit
2023-09-04 14:25,2023-09-04 15:39,Business,Pune,Visakhapatnam,42.9,Meal/Entertain
2023-04-15 20:05,2023-04-15 21:44,Business,Madurai,Rajkot,58.5,Customer Visit
2023-03-30 22:52,2023-03-31 00:44,Business,Patna,Hubli,71.0,Client Meeting
2023-12-21 15:02,2023-12-21 16:20,Business,Thane,Hubli,42.6,Office Commute
2023-09-07 15:48,2023-09-07 18:00,Business,Dewas,Noida,75.4,Meeting
2023-07-29 07:37,2023-07-29 09:34,Business,Chandigarh,Ghaziabad,69.8,Meal/Entertain
2023-05-21 14:03,2023-05-21 15:49,Business,Ranchi,Mysore,63.3,Field Work
2023-12-01 10:03,2023-12-01 11:56,Personal,Bhubaneswar,Lucknow,70.2,Client Meeting
2023-08-20 14:56,2023-08-20 16:43,Business,Chandigarh,Navi Mumbai,67.2,Meeting
2023-04-08 15:20,2023-04-08 15:46,Business,Jaipur,Jaipur,14.4,Office Commute
2023-10-19 14:41,2023-10-19 16:47,Business,Patna,Rajkot,75.4,Office Commute
2023-03-03 10:08,2023-03-03 11:44,Business,Srinagar,Noida,51.7,Weekend Trip
2023-07-14 09:48,2023-07-14 11:13,Business,Agra,Rajkot,50.5,Site Inspection
2023-11-23 20:55,2023-11-23 22:43,Business,Lucknow,Vijayawada,65.0,Airport Drop
2023-10-30 09:19,2023-10-30 10:56,Business,Chandigarh,Jabalpur,61.6,Meal/Entertain
2023-05-21 23:13,2023-05-22 00:33,Personal,Nagpur,Hubli,44.5,Conference Visit
2023-01-31 14:04,2023-01-31 15:45,Personal,Faridabad,Amritsar,62.7,Weekend Trip
2023-07-26 21:10,2023-07-26 23:17,Business,Rajkot,Lonavala,79.1,Weekend Trip
2023-04-13 22:30,2023-04-14 00:21,Business,Bhubaneswar,Patiala,62.0,Meal/Entertain
2023-03-20 02:51,2023-03-20 04:48,Business,Dewas,Visakhapatnam,69.2,Customer Visit
2023-07-21 00:09,2023-07-21 01:54,Business,Jodhpur,Patiala,57.5,Errand/Supplies
2023-08-17 11:26,2023-08-17 12:58,Personal,Bhopal,Faridabad,53.5,Customer Visit
2023-01-13 04:47,2023-01-13 06:06,Business,Mysore,Dhanbad,42.7,Airport Drop
2023-03-25 04:49,2023-03-25 06:38,Business,Aurangabad,Lucknow,66.8,Client Meeting
2023-04-05 08:53,2023-04-05 10:47,Business,Rajkot,Visakhapatnam,63.0,Airport Pickup
2023-06-17 09:41,2023-06-17 11:02,Business,Thane,Kalyan,43.9,Meal/Entertain
2023-09-19 12:12,2023-09-19 14:03,Business,Kanpur,Kalyan,69.2,Client Meeting
2023-02-12 10:27,2023-02-12 12:27,Business,Amritsar,Jodhpur,72.0,Delivery Task
2023-03-13 06:13,2023-03-13 06:37,Business,Delhi,Delhi,7.8,Meeting
2023-11-10 19:18,2023-11-10 20:30,Business,Kolkata,Faridabad,43.0,Meal/Entertain
2023-02-06 05:16,2023-02-06 07:18,Personal,Amritsar,Noida,73.4,Site Inspection
2023-06-05 17:57,2023-06-05 19:15,Business,Chennai,Kalyan,48.5,Meeting
2023-04-21 18:42,2023-04-21 20:47,Business,Chennai,Jaipur,71.4,Customer Visit
2023-10-07 00:03,2023-10-07 01:56,Business,Pune,Rajkot,62.2,Site Inspection
2023-08-13 22:21,2023-08-14 04:26,Personal,Chandigarh,Delhi,239.8,Office Commute
2023-03-03 03:22,2023-03-03 05:19,Business,Ranchi,Hubli,74.1,Delivery Task
2023-01-27 09:26,2023-01-27 10:42,Business,Lucknow,Bangalore,42.7,Client Pickup
2023-08-13 19:55,2023-08-13 21:35,Business,Jodhpur,Bhopal,62.8,Office Commute
2023-07-23 00:41,2023-07-23 02:30,Business,Nashik,Bangalore,63.3,Office Commute
2023-04-03 16:42,2023-04-03 18:37,Business,Visakhapatnam,Ghaziabad,68.6,Meeting
2023-05-03 18:59,2023-05-03 20:24,Business,Jodhpur,Bhubaneswar,52.0,Site Inspection
2023-02-08 19:53,2023-02-08 21:33,Business,Agra,Kolkata,62.5,Office Commute
2023-05-16 12:59,2023-05-16 14:13,Personal,Madurai,Dewas,45.3,Errand/Supplies
2023-11-20 19:03,2023-11-20 20:26,Business,Varanasi,Faridabad,46.3,Conference Visit
2023-11-14 07:57,2023-11-14 09:11,Business,Nashik,Thane,40.3,Meeting
2023-04-13 17:00,2023-04-13 19:00,Business,Visakhapatnam,Patiala,75.1,Meal/Entertain
2023-04-20 10:09,2023-04-20 11:29,Personal,Varanasi,Bengaluru,46.2,Client Meeting
2023-04-13 12:30,2023-04-13 14:28,Business,Raipur,Hyderabad,65.4,Team Outing
2023-09-04 07:57,2023-09-04 09:18,Personal,Ghaziabad,Vasai,42.0,Meal/Entertain
2023-03-04 18:03,2023-03-04 20:20,Personal,Thrissur,Guwahati,79.2,Airport Drop
2023-01-30 05:19,2023-01-30 06:28,Personal,Meerut,Raipur,40.4,Weekend Trip
2023-02-27 12:20,2023-02-27 14:12,Business,Madurai,Allahabad,63.3,Meeting
2023-11-06 04:23,2023-11-06 06:23,Business,Bhubaneswar,Allahabad,76.0,Office Commute
2023-02-09 22:06,2023-02-09 23:37,Personal,Vasai,Indore,50.0,Team Outing
2023-08-30 00:59,2023-08-30 02:32,Business,Srinagar,Meerut,56.3,Office Commute
2023-12-09 07:23,2023-12-09 09:29,Business,Visakhapatnam,Chennai,72.4,Errand/Supplies
2023-12-28 11:49,2023-12-28 13:26,Business,Ahmedabad,Coimbatore,53.3,Customer Visit
2023-04-14 14:48,2023-04-14 16:46,Personal,Thane,Patiala,72.4,Customer Visit
2023-11-30 10:40,2023-11-30 12:52,Business,Surat,Pune,74.9,Delivery Task
2023-04-29 12:35,2023-04-29 14:14,Business,Dhanbad,Delhi,58.4,Airport Pickup
2023-04-19 04:46,2023-04-19 06:16,Personal,Dhanbad,Ahmedabad,55.9,Errand/Supplies
2023-09-21 21:34,2023-09-21 23:19,Business,Srinagar,Guwahati,60.4,Customer Visit
2023-08-14 11:29,2023-08-14 12:57,Business,Ahmedabad,Bhopal,50.4,Meeting
2023-11-02 10:02,2023-11-02 11:37,Business,Allahabad,Bengaluru,53.8,Office Commute
2023-12-16 07:59,2023-12-16 09:16,Business,Kanpur,Nagpur,44.6,Errand/Supplies
2023-12-26 10:59,2023-12-26 12:10,Personal,Ghaziabad,Allahabad,40.1,Errand/Supplies
2023-05-09 05:41,2023-05-09 07:35,Business,Jabalpur,Kanpur,66.6,Office Commute
2023-07-16 22:43,2023-07-17 00:51,Personal,Patiala,Tiruchirappalli,76.0,Errand/Supplies
2023-08-04 07:29,2023-08-04 09:19,Business,Patiala,Kalyan,67.9,Conference Visit
2023-10-18 13:07,2023-10-18 14:39,Business,Delhi,Kalyan,55.2,Delivery Task
2023-01-01 03:47,2023-01-01 05:33,Business,Nashik,Mumbai,61.9,Site Inspection
2023-09-12 06:17,2023-09-12 08:06,Business,Gwalior,Dewas,63.2,Airport Drop
2023-07-03 18:24,2023-07-03 19:46,Business,Kolkata,Kochi,48.5,Client Meeting
2023-08-29 11:55,2023-08-29 13:49,Business,Patiala,Bangalore,66.6,Meal/Entertain
2023-05-01 13:19,2023-05-01 14:45,Business,Bangalore,Thiruvananthapuram,49.4,Client Pickup
2023-07-04 12:35,2023-07-04 13:44,Business,Thane,Delhi,41.8,Meeting
2023-10-06 23:28,2023-10-07 01:19,Business,Kolkata,Kalyan,63.0,Errand/Supplies
2023-01-03 03:40,2023-01-03 05:27,Business,Lonavala,Jodhpur,66.2,Meal/Entertain
2023-09-28 06:22,2023-09-28 08:29,Business,Srinagar,Kanpur,72.2,Temporary Site
2023-06-27 06:31,2023-06-27 08:30,Personal,Amritsar,Meerut,73.9,Meal/Entertain
2023-08-20 06:01,2023-08-20 08:15,Business,Thane,Kolkata,79.5,Meal/Entertain
2023-12-13 10:13,2023-12-13 12:19,Personal,Solapur,Vasai,72.6,Team Outing
2023-10-16 19:22,2023-10-16 21:35,Business,Thrissur,Vijayawada,75.9,Site Inspection
2023-04-18 16:43,2023-04-18 18:53,Personal,Kochi,Ghaziabad,73.6,Airport Drop
2023-04-21 23:10,2023-04-22 00:26,Business,Navi Mumbai,Faridabad,43.1,Errand/Supplies
2023-02-23 17:44,2023-02-23 19:25,Business,Guwahati,Hyderabad,61.6,Weekend Trip
2023-01-25 22:39,2023-01-26 00:39,Personal,Dhanbad,Jaipur,68.3,Site Inspection
2023-03-22 07:50,2023-03-22 09:32,Business,Kalyan,Hyderabad,56.6,Customer Visit
2023-01-08 14:03,2023-01-08 16:16,Business,Jaipur,Vasai,77.8,Weekend Trip
2023-06-01 10:56,2023-06-01 12:31,Personal,Kota,Agra,51.9,Conference Visit
2023-12-15 16:12,2023-12-15 18:12,Business,Madurai,Ranchi,72.0,Meeting
2023-06-01 00:24,2023-06-01 02:08,Business,Lonavala,Dhanbad,59.4,Weekend Trip
2023-11-23 10:04,2023-11-23 12:06,Business,Patiala,Patna,69.0,Meeting
2023-12-19 05:11,2023-12-19 07:00,Business,Vijayawada,Bhubaneswar,61.4,Site Inspection
2023-06-16 10:57,2023-06-16 12:11,Business,Mysore,Mumbai,43.4,Meal/Entertain
2023-05-08 03:08,2023-05-08 04:34,Business,Vadodara,Kolkata,50.4,Delivery Task
2023-04-19 01:32,2023-04-19 03:42,Business,Kolkata,Hubli,75.2,Errand/Supplies
2023-07-29 11:44,2023-07-29 12:51,Business,Ghaziabad,Thrissur,40.8,Errand/Supplies
2023-09-11 02:47,2023-09-11 04:39,Business,Indore,Dhanbad,71.2,Conference Visit
2023-01-08 21:57,2023-01-08 23:18,Business,Solapur,Ahmedabad,48.0,Team Outing
2023-03-26 15:34,2023-03-26 16:59,Business,Faridabad,Bhubaneswar,44.6,Client Pickup
2023-08-24 19:57,2023-08-24 21:15,Business,Pune,Ghaziabad,46.7,Customer Visit
2023-08-13 17:43,2023-08-13 19:06,Business,Srinagar,Thiruvananthapuram,52.4,Errand/Supplies
2023-05-26 18:06,2023-05-26 20:17,Personal,Visakhapatnam,Howrah,76.3,Temporary Site
2023-09-01 14:19,2023-09-01 16:12,Personal,Raipur,Delhi,67.6,Site Inspection
2023-08-22 04:14,2023-08-22 06:13,Business,Bengaluru,Pune,74.0,Office Commute
2023-06-16 08:46,2023-06-16 10:22,Business,Surat,Mumbai,53.9,Office Commute
2023-06-13 03:13,2023-06-13 04:33,Business,Aurangabad,Lucknow,40.5,Delivery Task
2023-11-18 20:06,2023-11-18 22:03,Business,Bengaluru,Kanpur,65.4,Meeting
2023-09-10 14:42,2023-09-10 16:39,Business,Raipur,Chandigarh,69.4,Meal/Entertain
2023-06-30 12:56,2023-06-30 15:00,Personal,Nashik,Thane,71.0,Field Work
2023-04-06 08:10,2023-04-06 09:36,Personal,Thiruvananthapuram,Rajkot,52.9,Customer Visit
2023-08-10 07:23,2023-08-10 09:25,Business,Guwahati,Varanasi,70.0,Field Work
2023-07-09 08:17,2023-07-09 09:47,Business,Hyderabad,Ahmedabad,53.0,Field Work
2023-08-20 12:34,2023-08-20 14:03,Personal,Indore,Thane,51.2,Team Outing
2023-04-04 17:36,2023-04-04 19:05,Business,Meerut,Agra,47.6,Temporary Site
2023-09-08 20:15,2023-09-08 22:16,Personal,Lonavala,Meerut,67.6,Customer Visit
2023-09-15 20:33,2023-09-15 22:03,Business,Kochi,Surat,49.7,Client Pickup
2023-10-17 16:37,2023-10-17 18:17,Personal,Kota,Meerut,57.0,Delivery Task
2023-03-31 12:46,2023-03-31 14:12,Business,Indore,Pune,52.3,Meeting
2023-10-24 00:07,2023-10-24 02:01,Business,Rajkot,Delhi,69.7,Airport Pickup
2023-08-17 23:20,2023-08-18 00:50,Business,Delhi,Dewas,51.1,Office Commute
2023-03-11 16:30,2023-03-11 17:57,Personal,Bengaluru,Thrissur,49.1,Conference Visit
2023-01-22 04:13,2023-01-22 05:43,Business,Agra,Raipur,51.0,Delivery Task
2023-02-09 20:11,2023-02-09 22:01,Business,Pune,Bhubaneswar,70.1,Customer Visit
2023-03-13 14:23,2023-03-13 15:55,Personal,Mumbai,Gwalior,57.6,Client Meeting
2023-06-05 14:51,2023-06-05 17:00,Personal,Ghaziabad,Vadodara,72.9,Weekend Trip
2023-02-27 22:37,2023-02-27 23:54,Business,Aurangabad,Mumbai,42.1,Office Commute
2023-08-24 11:17,2023-08-24 13:14,Business,Bangalore,Faridabad,70.6,Site Inspection
2023-04-26 11:31,2023-04-26 13:43,Business,Srinagar,Ludhiana,76.3,Client Meeting
2023-10-15 10:07,2023-10-15 11:51,Personal,Howrah,Mumbai,64.4,Customer Visit
2023-02-01 12:43,2023-02-01 14:08,Business,Solapur,Dewas,50.6,Meeting
2023-06-08 15:39,2023-06-08 17:07,Business,Faridabad,Coimbatore,46.3,Meeting
2023-04-22 21:19,2023-04-22 22:34,Business,Pune,Nagpur,41.3,Airport Drop
2023-12-25 19:28,2023-12-25 21:22,Business,Pune,Vadodara,67.5,Client Pickup
2023-12-29 14:25,2023-12-29 15:03,Business,Surat,Surat,18.2,Meeting
2023-12-19 19:00,2023-12-19 20:51,Personal,Kanpur,Bhopal,65.9,Customer Visit
2023-04-30 11:08,2023-04-30 12:31,Business,Thiruvananthapuram,Chandigarh,46.6,Airport Drop
2023-06-06 07:39,2023-06-06 09:10,Business,Kochi,Bhopal,52.2,Errand/Supplies
2023-01-16 11:31,2023-01-16 12:53,Business,Lucknow,Madurai,43.2,Meeting
2023-03-30 21:43,2023-03-30 22:49,Business,Ranchi,Hubli,41.0,Airport Drop
2023-10-24 08:41,2023-10-24 10:25,Business,Solapur,Patna,63.0,Site Inspection
2023-03-12 11:36,2023-03-12 13:48,Business,Kota,Ludhiana,76.6,Airport Pickup
2023-05-16 03:13,2023-05-16 04:36,Business,Navi Mumbai,Thiruvananthapuram,43.6,Customer Visit
2023-05-09 01:59,2023-05-09 04:08,Business,Hyderabad,Hubli,74.3,Errand/Supplies
2023-06-05 12:29,2023-06-05 14:08,Business,Pune,Lonavala,62.2,Meeting
2023-10-28 00:40,2023-10-28 02:16,Business,Kolkata,Bangalore,52.9,Field Work
2023-12-04 15:05,2023-12-04 16:24,Personal,Vadodara,Lucknow,40.0,Delivery Task
2023-10-21 18:33,2023-10-21 20:14,Business,Kalyan,Amritsar,54.5,Meal/Entertain
2023-08-02 07:05,2023-08-02 08:26,Business,Navi Mumbai,Kochi,48.1,Errand/Supplies
2023-02-17 03:46,2023-02-17 05:32,Business,Visakhapatnam,Gwalior,67.9,Delivery Task
2023-05-01 16:24,2023-05-01 18:11,Business,Navi Mumbai,Nagpur,68.4,Errand/Supplies
2023-12-21 13:07,2023-12-21 15:14,Personal,Meerut,Kalyan,79.7,Conference Visit
2023-12-29 04:57,2023-12-29 06:20,Business,Kolkata,Bhopal,46.2,Client Pickup
2023-07-03 09:24,2023-07-03 11:26,Business,Lucknow,Raipur,73.4,Errand/Supplies
2023-08-21 18:36,2023-08-21 19:56,Business,Kolkata,Meerut,47.6,Conference Visit
2023-06-11 03:32,2023-06-11 05:34,Business,Vadodara,Aurangabad,71.6,Meal/Entertain
2023-04-20 20:15,2023-04-20 22:18,Business,Visakhapatnam,Surat,72.8,Meeting
2023-12-03 00:48,2023-12-03 02:36,Personal,Thrissur,Mysore,66.4,Delivery Task
2023-10-24 06:29,2023-10-24 08:05,Business,Kochi,Madurai,53.3,Meeting
2023-09-28 21:09,2023-09-28 22:32,Business,Kolkata,Visakhapatnam,47.5,Office Commute
2023-01-17 22:49,2023-01-18 00:50,Business,Mumbai,Jaipur,71.0,Office Commute
2023-05-30 22:30,2023-05-31 00:27,Business,Ranchi,Kota,72.5,Site Inspection
2023-05-09 22:24,2023-05-10 00:29,Business,Lonavala,Allahabad,78.6,Meeting
2023-06-27 10:52,2023-06-27 12:28,Business,Vadodara,Tiruchirappalli,61.0,Site Inspection
2023-03-01 22:45,2023-03-02 00:31,Business,Rajkot,Chandigarh,66.2,Team Outing
2023-09-27 00:28,2023-09-27 02:05,Business,Kota,Surat,53.5,Meal/Entertain
2023-11-30 17:38,2023-11-30 19:46,Business,Noida,Bangalore,74.1,Site Inspection
2023-12-05 19:11,2023-12-05 21:02,Business,Hubli,Navi Mumbai,70.4,Client Pickup
2023-04-22 14:33,2023-04-22 16:26,Personal,Nashik,Aurangabad,67.4,Client Pickup
2023-09-04 02:57,2023-09-04 04:10,Business,Ranchi,Bangalore,43.9,Site Inspection
2023-01-18 20:40,2023-01-18 22:49,Business,Kochi,Chennai,76.1,Airport Drop
2023-02-26 12:48,2023-02-26 14:22,Personal,Surat,Amritsar,55.0,Temporary Site
2023-03-08 00:21,2023-03-08 02:18,Personal,Ludhiana,Kalyan,71.7,Weekend Trip
2023-04-04 12:41,2023-04-04 14:38,Business,Bangalore,Nashik,64.8,Meeting
2023-04-09 15:14,2023-04-09 17:00,Business,Vijayawada,Mysore,58.4,Meeting
2023-03-03 08:26,2023-03-03 10:13,Business,Ghaziabad,Patiala,67.1,Delivery Task
2023-06-14 18:50,2023-06-14 20:21,Business,Kochi,Indore,52.0,Customer Visit
2023-11-28 09:39,2023-11-28 11:59,Personal,Kolkata,Tiruchirappalli,80.0,Meeting
2023-04-25 21:43,2023-04-25 23:18,Personal,Bengaluru,Faridabad,54.4,Errand/Supplies
2023-08-08 18:50,2023-08-08 20:12,Business,Ahmedabad,Thrissur,51.0,Delivery Task
2023-12-17 15:57,2023-12-17 18:00,Business,Vijayawada,Nagpur,73.3,Team Outing
2023-03-27 01:16,2023-03-27 03:15,Business,Srinagar,Thane,72.1,Client Meeting
2023-09-14 00:01,2023-09-14 01:53,Business,Nashik,Ghaziabad,68.8,Meal/Entertain
2023-04-30 23:27,2023-05-01 01:24,Business,Navi Mumbai,Bengaluru,65.9,Client Meeting
2023-12-20 06:20,2023-12-20 07:41,Personal,Allahabad,Mysore,45.3,Office Commute
2023-11-02 10:49,2023-11-02 12:17,Business,Hubli,Ranchi,48.0,Conference Visit
2023-04-10 19:08,2023-04-10 21:17,Business,Ludhiana,Lucknow,73.2,Field Work
2023-02-14 17:27,2023-02-14 19:06,Personal,Thane,Gwalior,53.5,Office Commute
2023-09-20 15:47,2023-09-20 17:17,Business,Aurangabad,Chandigarh,49.0,Conference Visit
2023-06-03 05:42,2023-06-03 06:52,Business,Tiruchirappalli,Thane,43.6,Weekend Trip
2023-10-18 21:17,2023-10-18 22:52,Business,Ghaziabad,Madurai,54.7,Client Meeting
2023-02-12 01:51,2023-02-12 03:59,Business,Mysore,Jaipur,77.6,Weekend Trip
2023-05-08 09:14,2023-05-08 11:22,Business,Kota,Ahmedabad,77.7,Meeting
2023-09-30 06:30,2023-09-30 08:11,Personal,Noida,Aurangabad,58.6,Meeting
2023-01-15 10:50,2023-01-15 12:06,Business,Noida,Kalyan,41.8,Field Work
2023-02-22 16:28,2023-02-22 18:38,Personal,Lonavala,Bhopal,75.5,Client Pickup
2023-07-29 18:57,2023-07-29 20:59,Business,Kolkata,Jabalpur,69.7,Office Commute
2023-09-12 08:18,2023-09-12 10:19,Business,Mysore,Ranchi,75.4,Customer Visit
2023-04-19 15:22,2023-04-19 17:24,Business,Thrissur,Lonavala,77.6,Conference Visit
2023-04-02 16:43,2023-04-02 18:25,Business,Pune,Jabalpur,57.8,Client Meeting
2023-09-08 10:13,2023-09-08 12:23,Business,Bengaluru,Patna,76.1,Office Commute
2023-11-26 08:14,2023-11-26 10:31,Business,Amritsar,Jodhpur,78.7,Airport Drop
2023-01-09 07:03,2023-01-09 08:47,Business,Bangalore,Patiala,65.6,Weekend Trip
2023-08-08 06:14,2023-08-08 07:32,Business,Surat,Hyderabad,45.0,Meal/Entertain
2023-03-25 20:48,2023-03-25 22:12,Business,Aurangabad,Thrissur,48.3,Conference Visit
2023-01-02 02:25,2023-01-02 04:32,Business,Hyderabad,Srinagar,76.0,Meeting
2023-11-07 02:41,2023-11-07 04:23,Business,Tiruchirappalli,Chandigarh,61.6,Delivery Task
